anatomy_keyword	description	Uberon_term_ID	Uberon_term_name
FMA:7341	the respiratory conducting tubes distal to the respiratory bronchiole that lead to the alveolar sacs and the alveoli	UBERON:0002173	pulmonary alveolar duct
FMA:7370	The lobe of the left lung that is closest to the head.	UBERON:0008952	upper lobe of left lung
FMA:7371	A lower lobe of lung that is part of a left lung.	UBERON:0008953	lower lobe of left lung
FMA:73747	An interconnected tubular multi-tissue structure that contains fluid that is actively transported around the heart.	UBERON:0018674	heart vasculature
FMA:73748	A vasculature that is part of a liver.	UBERON:0006877	vasculature of liver
FMA:73750	The lung vasculature is composed of the tubule structures that carry blood or lymph in the lungs[GO].	UBERON:0000102	lung vasculature
FMA:73758	Any muscle organ that is part of an nose.	UBERON:0008522	nasal muscle
FMA:7383	In the human, the right lung is divided into three lobes (as opposed to two lobes on the left), superior, middle, and inferior, by two interlobular fissures: [WP,unvetted].	UBERON:0002174	middle lobe of right lung
FMA:73900	The term commissural nucleus of the spinal cord refers to a group of cells in the medial portion of the anterior gray column; it corresponds roughly to lamina VIII	UBERON:0034771	ventral commissural nucleus of spinal cord
FMA:73906	The Nucleus proprius is a layer of the spinal cord adjacent to the substantia gelatinosa. Nucleus proprius constitutes the bulk of the dorsal horn and receives inputs from the dorsal root ganglions that carry sensory information, such as light touch, as well as pain and temperature information. Cells in this nucleus project to deeper laminae of the spinal cord, to the posterior column nuclei, and to other supraspinal relay centers including the midbrain, thalamus, and hypothalamus. Rexed laminae III, IV, and V make up the nucleus propius Nucleus proprius (NP), along with nucleus dorsalis (ND) are involved in sensing fine touch and proprioception.	UBERON:0016610	nucleus proprius of spinal cord
FMA:73909		UBERON:0006319	spinal cord reticular nucleus
FMA:73912	Two column-shaped nuclear masses formed by large cells. Clarke's nuclei are located in the regions dorsolateral to the central canal in the thoratic and upper lumbar segments.	UBERON:0002246	dorsal thoracic nucleus
FMA:73915	The intermediolateral nucleus is a region of gray matter found in Rexed lamina VII of the spinal column. Rexed Lamina VII contains several well defined nuclei including the nucleus dorsalis, the intermediolateral cell column (lateral gray horn), and the sacral autonomic nucleus. It extends from the first thoracic through the third lumbar segment, and contains the autonomic motor neurons that give rise to the preganglionic fibers of the sympathetic system. [WP,unvetted].	UBERON:0002175	intermediolateral nucleus
FMA:73921	A diffusely arranged nucleus located in the dorsal portions of the lateral funiculus at about cervical levels C1-C3; synaptic station for the spinocervicothalamic tract.	UBERON:0002176	lateral cervical nucleus
FMA:7393	The structure from the trachea, bronchi, and bronchioles that forms the airways that supply air to the lungs. The lining of the tracheobronchial tree consists of ciliated columnar epithelial cells.	UBERON:0007196	tracheobronchial tree
FMA:73938	A gracile fasciculus that is part of a spinal cord.	UBERON:0005826	gracile fasciculus of spinal cord
FMA:7394	The trachea is the portion of the airway that attaches to the bronchi as it branches [GO:dph].	UBERON:0003126	trachea
FMA:73941	An axon tract in the spinal cord which primarily transmits information from the forelimb and trunk. It is part of the posterior column-medial lemniscus pathway.	UBERON:0005835	cuneate fasciculus of spinal cord
FMA:7395	The main bronchus on the right side.	UBERON:0002177	right main bronchus
FMA:7396	The main bronchus on the left side.	UBERON:0002178	left main bronchus
FMA:7397	.	UBERON:0005244	lobar bronchus of right lung cranial lobe
FMA:73989	Axon tract that carries efferent (outgoing) action potentials from the cell body in the medulla towards target cells in the spinal cord[GO].	UBERON:0004173	medulla reticulospinal tract
FMA:74000	The lateral mass of fibers on either side of the spinal cord, between the anterolateral and posterolateral sulci.	UBERON:0002179	lateral funiculus of spinal cord
FMA:74003	The white substance of the spinal cord lying on either side between the ventral median fissure and the ventral roots of the spinal nerves.	UBERON:0002180	ventral funiculus of spinal cord
FMA:7401	A lobar bronchus that is part of a middle lobe of right lung.	UBERON:0012063	lobar bronchus of right lung middle lobe
FMA:74019	Gelatinous-appearing material in the dorsal horn of the spinal cord, consisting chiefly of Golgi type II neurons and some larger nerve cells, corresponding to Rexed lamina II.	UBERON:0002181	substantia gelatinosa
FMA:74033	An inconstant lymph node of the anterior mediastinal group located adjacent to the ligamentum arteriosum.	UBERON:0007643	node of ligamentum arteriosum
FMA:74038	Hippocampus (proper) plus dentate gyrus and subiculum[definition derived from NIF comments and ontology alignment].	UBERON:0002421	hippocampal formation
FMA:74041	a part or parts of the hippocampus that have a particular function	UBERON:0003876	hippocampal field
FMA:74042	Part of hippocampus proper bounded by CA2 and the subiculum, characterized by pyramidal neurons that receive projections from pyramidal neurons of CA3 via the Schaffer collaterals.	UBERON:0003881	CA1 field of hippocampus
FMA:74044	Part of hippocampus proper bounded by areas CA3 and CA1, characterized by a narrow layer of large pyramidal cells, similar in size to CA3 pyramidal cells, but which lack the mossy fiber input from the dentate gyrus (adapted from Paxinos, G. The rat central nervous system, 2nd ed, Academic Press, San Diego, 1995, pg. 460)	UBERON:0003882	CA2 field of hippocampus
FMA:74045	Part of hippocampus proper bounded by the hilus of the dentate gyrus and area CA2, characterized by large pyramidal cells and a dense projection from dentate gyrus granule cell mossy fibers.	UBERON:0003883	CA3 field of hippocampus
FMA:74046		UBERON:0002892	medial amygdaloid nucleus
FMA:74047	The output region of the amygdala responsible for controlling responses (Phelps & LeDoux, 2005, http://www.ncbi.nlm.nih.gov/pubmed/ 16242399).	UBERON:0002883	central amygdaloid nucleus
FMA:7405	One of two branches of the trachea.	UBERON:0002182	main bronchus
FMA:74055	A small collection of convoluted tubules, situated in front of the lower part of the cord above the head of the epididymis. These tubes are lined with columnar ciliated epithelium, and probably represent the remains of a part of the Wolffian body but are functionless and vestigial. The Wolffian body operates as a kidney (metanephros) in fishes and amphibians, but the corresponding tissue is co-opted to form parts of the male reproductive system in other classes of vertebrate. The paradidymis represents a remnant of an unused, atrophied part of the Wolffian body[WP,modified].	UBERON:0013248	paradidymis
FMA:7406	The lobar bronchus is the major airway within the respiratory tree that starts by division of the principal bronchi on both sides and ends at the point of its own subdivision into tertiary or segmental bronchi[GO].	UBERON:0002183	lobar bronchus
FMA:74060	In humans: Muscles arising in the zygomatic arch that close the jaw. Their nerve supply is masseteric from the mandibular division of the trigeminal nerve. (From Stedman, 25th ed)	UBERON:0003681	masticatory muscle
FMA:7407	The tertiary bronchi (also known as the segmental bronchi) arise from the secondary bronchi. The respiratory epithelium lining their lumen is surrounded by a layer of smooth muscle. This layer is composed of two ribbons of smooth muscle that spiral in opposite directions. The smooth muscle layer is surrounded by irregular plates of hyaline cartilage which help maintain the patency of the airway. Each of the tertiary bronchi serves a specific bronchopulmonary segment. There are 10 tertiary bronchi in the right lung, and eight in the left. The tertiary bronchi get smaller and divide into primary bronchioles. [WP,unvetted].	UBERON:0002184	segmental bronchus
FMA:7409	the upper conducting airways of the lung; these airways arise from the terminus of the trachea	UBERON:0002185	bronchus
FMA:7410	the conducting airway of the lungs found terminal to the bronchi; these structures contain neither cartilage nor mucous-secreting glands; the epithelium of the bronchioles becomes thinner with each branching	UBERON:0002186	bronchiole
FMA:7411	the last conducting structure of non-respiratory bronchioles; after this point, the airways have alveoli in their walls	UBERON:0002187	terminal bronchiole
FMA:7412	A bronchiole that is the first segment of the respiratory zone.	UBERON:0002188	respiratory bronchiole
FMA:7414	A unit of lung supplied by three to five terminal bronchioles and contained by fibrous septa.	UBERON:0010369	secondary pulmonary lobule
FMA:74165	A portion of connective tissue that is part of a prostate gland.	UBERON:0015130	connective tissue of prostate gland
FMA:74189		UBERON:0015131	subepithelial connective tissue of prostatic gland
FMA:7423	A lobar bronchus that is part of a upper lobe of left lung.	UBERON:0012065	lobar bronchus of left lung upper lobe
FMA:74245	A portion of smooth muscle tissue that is part of a prostate gland [Automatically generated definition].	UBERON:0004243	prostate gland smooth muscle
FMA:74262	A luminal layer of epithelium that is part of a prostate gland.	UBERON:0011951	prostate luminal epithelium
FMA:74267		UBERON:0015777	transitional epithelium of prostatic urethra
FMA:74270	A kidney interstitium that is part of a right kidney.	UBERON:0018114	right kidney interstitium
